,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
414,4316,Unisex,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Tantra Kid's Unisex Play To Win Black Kidswear,4316.jpg
415,3301,Women,Footwear,Shoes,Sports Shoes,White,Spring,2011,Sports,Asics Women Gel Cushioning White Pink Shoe,3301.jpg
416,4918,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Gini and Jony Girls Vollie Pink Top,4918.jpg
417,4124,Unisex,Apparel,Topwear,Tshirts,Purple,Summer,2011,Sports,Kochi Tuskers Kids Replica Jersey,4124.jpg
418,3765,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Status Quo Men's Unplugged Yellow T-shirt,3765.jpg
419,5492,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Mr.Men Men's Cool Indigo T-shirt,5492.jpg
420,4540,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Polo T-shirt,4540.jpg
421,4772,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,ADIDAS Women's Blue Polo T-shirt,4772.jpg
422,3557,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Skechers Men Black Lifestyle Casual Shoes,3557.jpg
423,2485,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010,Sports,Puma Women Purple Blouson Top,2485.jpg
424,16766,Women,Accessories,Bags,Handbags,Green,Winter,2015,Casual,Spice Art Women Leatherette  Green Handbags,16766.jpg
425,3791,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Basics Men Blue & Yellow White Striped Polo T-shirt,3791.jpg
426,4786,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011,Sports,ADIDAS Men's Cr_Aess 3s Hsj Black White Short,4786.jpg
427,5230,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Classic Polo Men's Cari Black Polo T-shirt,5230.jpg
428,2015,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,ADIDAS Mens Classic Collar Black Polo T-shirt,2015.jpg
429,2227,Men,Footwear,Sandal,Sandals,Grey,Fall,2010,Sports,Puma Men Gypsy Grey Sandal,2227.jpg
430,5002,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2011,Casual,Gini and Jony Girl's Jolene Pink Kidswear,5002.jpg
431,3568,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Women Black Training T-shirt,3568.jpg
432,1831,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010,Sports,Nike Men's Air Impetus Shoe,1831.jpg
433,2688,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Inkfruit Women's Confession Green T-shirt,2688.jpg
434,4927,Women,Apparel,Topwear,Tops,Green,Summer,2011,Casual,Gini and Jony Girl's Venice Green Blue Kidswear,4927.jpg
435,3930,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Jealous 21 Women's Green Owl T-shirt,3930.jpg
436,4329,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Tantra Kid's Unisex Feeding Me Orange Kidswear,4329.jpg
437,2218,Men,Footwear,Sandal,Sandals,Black,Fall,2010,Casual,Puma Men F1 Black Sandal,2218.jpg
438,31947,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Air Pegasus Grey Sports Shoes,31947.jpg
439,2220,Men,Footwear,Sandal,Sandals,Black,Fall,2010,Sports,Puma Men Carbon Black Sandal,2220.jpg
440,27442,Women,Apparel,Topwear,Tshirts,Blue,Winter,2015,Casual,Jockey Women Blue T-Shirt,27442.jpg
441,36702,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Yves Saint Laurent Men Kouros Perfume,36702.jpg
442,5005,Women,Apparel,Bottomwear,Skirts,Red,Summer,2011,Casual,Gini and Jony Girl's Glinda Red Kidswear,5005.jpg
443,1697,Unisex,Accessories,Bags,Backpacks,Black,Fall,2010,Sports,Puma Deck Black Backpack,1697.jpg
444,20455,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Baggit Women Lamboo Viva Brown Wallet,20455.jpg
445,2012,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White T-shirt,2012.jpg
446,57163,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Elle Women Dark Pink Essentials T-shirt,57163.jpg
447,4781,Women,Apparel,Topwear,Tshirts,Brown,Summer,2011,Sports,ADIDAS Women's Balance Brown T-shirt,4781.jpg
448,3796,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Basics Men White & Red Striped Polo T-shirt,3796.jpg
449,2644,Women,Accessories,Bags,Handbags,Red,Winter,2015,Casual,Murcia Women Embroidered Canvas Bag,2644.jpg
450,4775,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011,Sports,ADIDAS Women 3S Black Track Pants,4775.jpg
451,3550,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men's Brown Lifestyle Shoe,3550.jpg
452,2482,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Puma Women Black Spagetti Top,2482.jpg
453,3762,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Status Quo Men's Surfers Purple T-shirt,3762.jpg
454,1809,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,Decathlon Profilter Women Blue T-shirt,1809.jpg
455,4547,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Egoli White Black Shoe,4547.jpg
456,3306,Men,Footwear,Shoes,Sports Shoes,White,Spring,2011,Sports,Asics Men's Gel Phoenix 3 Running White Black Shoe,3306.jpg
457,4123,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Puma Unisex Lo Punk White Green Red Shoe,4123.jpg
458,4311,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Tantra Kid's Unisex Muscle Man Green Kidswear,4311.jpg
459,3908,Women,Apparel,Bottomwear,Track Pants,Blue,Summer,2011,Casual,Urban Yoga Women's Fitted Yoga Blue Track Pant,3908.jpg
460,3134,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual,Catwalk Women Flat Studded Crystal Silver Flats,3134.jpg
461,5208,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Superman Men's Crew White T-shirt,5208.jpg
462,3937,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Jealous 21 Women's Pink Miss T-shirt,3937.jpg
463,4920,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Gini and Jony Girl's Veeya Pink Infant Kidswear,4920.jpg
464,19386,Men,Accessories,Mufflers,Mufflers,Red,Fall,2011,Casual,Reid & Taylor Men Check Red Muffler,19386.jpg
465,35970,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Flying Machine Men Tee Black T-shirt,35970.jpg
466,3339,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Myntra Hero Within White T-shirt,3339.jpg
467,1836,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2010,Sports,Nike Air Visi Sleek Shoes,1836.jpg
468,4578,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011,Sports,Nike Men's Mercurial Gli Red Pink Shoe,4578.jpg
469,28899,Women,Apparel,Innerwear,Briefs,Blue,Summer,2012,Casual,Enamor Women Blue Mid-Rise Bikini Brief,28899.jpg
470,1944,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Casual,Puma Mens Reggae All Night Blues T-shirt,1944.jpg
471,4638,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Women Phantom Low Pink Grey White Shoe,4638.jpg
472,3079,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Probase Men's Player Pink T-shirt,3079.jpg
473,3845,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual,Wrangler Men's Wild Horse Brown T-shirt,3845.jpg
474,4852,Unisex,Footwear,Shoes,Casual Shoes,Purple,Summer,2012,Casual,Newfeel Unisex Purple White Shoes,4852.jpg
475,2399,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Black Men's Semi Casual Shoe,2399.jpg
476,2963,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Puma Men's Basket Biz White & Blue Shoe,2963.jpg
477,25856,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Diva Women Black Floral Print Kurti,25856.jpg
478,5148,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Wrangler Women's Sequin Butter Cup T-shirt,5148.jpg
479,3274,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual,Guerrilla Men's Luchador Coffee T-shirt,3274.jpg
480,6706,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,UCB Women's Epaulettes On Sleeve Pink T-shirt,6706.jpg
481,4051,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Myntra Men's Eagle Emblem Yellow T-shirt,4051.jpg
482,5183,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Mickey Men's Donald Jumps Bring It On Navy T-shirt,5183.jpg
483,4263,Women,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Jealous 21 Women's I am Cute When I am Angry Red T-shirt,4263.jpg
484,10346,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,United Colors of Benetton Women Printed Purple Tshirts,10346.jpg
485,2194,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Adidas Men Stripe Polo Shirt,2194.jpg
486,3046,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011,Casual,Tantra Men's Dirty Man Burgendy T-shirt,3046.jpg
487,4607,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Wiki 3 Unisex Blue Backpack,4607.jpg
488,3422,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Mens Badge Final T-Shirt,3422.jpg
489,7082,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Casual,Wildcraft Unisex Wiki 2 Red Backpack,7082.jpg
490,3610,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,2011,Casual,Converse Unisex Chuck Taylor Check HI Green Canvas Shoe,3610.jpg
491,35465,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,Franco Leone Men Blue Shoes,35465.jpg
492,4435,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Mickey Men's Mickey Hand Sketch Illustrat White T-shirt,4435.jpg
493,2504,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Numero Uno Men's Casual White Canvas Shoe,2504.jpg
494,3280,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Guerrilla Men's Ace Of Spades Purple T-shirt,3280.jpg
495,5177,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Jimi Hendrix Men's Photo Black T-shirt,5177.jpg
496,25267,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Leatherette Red Handbag,25267.jpg
497,4899,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Levis Kids Girl's Desiree Green Kidswear,4899.jpg
498,4297,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Tantra Men's Jim Morrison Black T-shirt,4297.jpg
499,5345,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Btwin Sport 5 Shoes,5345.jpg
500,2160,Men,Apparel,Topwear,Tshirts,Red,Spring,2011,Casual,Basics Men Red T-shirt,2160.jpg
501,16419,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Levi's Men Stripes Green Tshirts,16419.jpg
502,49577,Women,Footwear,Shoes,Flats,Pink,Winter,2015,Casual,Catwalk Women Pink Shoes,49577.jpg
503,2158,Men,Apparel,Topwear,Tshirts,Red,Spring,2011,Casual,Basics Men Red Polo T-shirt,2158.jpg
504,2964,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Puma Men's Match Classic White & Green Shoe,2964.jpg
505,4069,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011,Casual,Crocs Men's Tideline Canvas Chocolate Shoe,4069.jpg
506,4855,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,2012,Casual,Newfeel Unisex Pink Grey Shoes,4855.jpg
507,3842,Women,Footwear,Shoes,Flats,Pink,Summer,2011,Casual,Crocs Women Lady Bubblegum Pink Sandal,3842.jpg
508,5389,Unisex,Footwear,Shoes,Sports Shoes,Yellow,,2011,Sports,Kalenji Kapteren 200 Yellow Fw,5389.jpg
509,1729,Unisex,Footwear,Shoes,Casual Shoes,White,Spring,2011,Casual,Newfeel Unisex White Shoes,1729.jpg
510,1943,Unisex,Accessories,Bags,Duffel Bag,Grey,Summer,2011,Casual,Domyos Grey Duffle Duffle Bag,1943.jpg
511,3628,Men,Footwear,Sandal,Sandals,Grey,Winter,2011,Casual,Puma Men Jiff  Grey Navy Sandal,3628.jpg
512,4290,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011,Casual,Tantra Men's India Rocks Burgandy T-shirt,4290.jpg
513,5342,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011,Casual,Fila Men's Fitness Hiker Olive Black Yellow Shoe,5342.jpg
514,2167,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Probase Men Blue & White Shirt,2167.jpg
515,3889,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Wrangler Men's Racing Big Print Red T-shirt,3889.jpg
516,2355,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,2010,Sports,ADIDAS Red Bull Trophy Soccer Unisex Football,2355.jpg
517,3287,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Guerrilla Men's Madagascar Blue T-shirt,3287.jpg
518,5170,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Ed Hardy Men's Sports Black T-shirt,5170.jpg
519,1988,Women,Apparel,Topwear,Tshirts,Red,Fall,2010,Sports,ADIDAS Womens Red Tank T-shirt,1988.jpg
520,11431,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,United Colors of Benetton Women Purple T-shirt,11431.jpg
521,11603,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011,Ethnic,W Women Solid Grey Kurtas,11603.jpg
522,2503,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Numero Uno Men's Casual Brown Canvas Shoe,2503.jpg
523,50233,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Stoln Women Black Sunglasses,50233.jpg
524,3617,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Puma Men's Deccan Chargers Red T-shirt,3617.jpg
525,4432,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Men's Bullrider Striper Polo White T-shirt,4432.jpg
526,4600,Unisex,Accessories,Bags,Duffel Bag,Grey,Winter,2015,Casual,Wildcraft Unisex Grey & Orange Printed Duffle Bag,4600.jpg
527,3425,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Myntra Men's Anyone Who Says Navy Blue T-shirt,3425.jpg
528,4264,Women,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Jealous 21 Women's Always Late But Burgundy Red T-shirt,4264.jpg
529,10341,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,United Colors of Benetton Men Printed Pink Tshirts,10341.jpg
530,2193,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2010,Sports,ADIDAS Men Navy Short,2193.jpg
531,3273,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Guerrilla Men's God's Sent Green T-shirt,3273.jpg
532,4056,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Myntra Men's Yoga White T-shirt,4056.jpg
533,5184,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Mickey Men's Goofy Is Happy Black T-shirt,5184.jpg
534,5179,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Batman Men's Logo Dripping Black T-shirt,5179.jpg
535,4897,Women,Apparel,Topwear,Tops,Yellow,Summer,2011,Casual,Levis Kids Girl's Diane Yellow Kidswear,4897.jpg
536,4299,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Tantra Men's Friends Olive Green T-shirt,4299.jpg
537,3880,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Wrangler Men's Burnt Out Grey T-shirt,3880.jpg
538,29696,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,John Miller Men Striped Purple Shirt,29696.jpg
539,2738,Boys,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Disney Kids Boy's Double Fun Kidswear,2738.jpg
540,1981,Women,Apparel,Bottomwear,Shorts,Green,Fall,2010,Casual,Puma Women's Island Green Shorts,1981.jpg
541,4609,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Wiki Unisex Blue Backpack,4609.jpg
542,4863,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,ADIDAS Men Ac Milan Red Black Jersey,4863.jpg
543,3048,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Tantra Men's Rupee White T-shirt,3048.jpg
544,3874,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Wrangler Men's Trademark Washed Blue T-shirt,3874.jpg
545,36225,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012,Casual,Nike Men Chukka Go Suede Green Shoes,36225.jpg
546,2707,Girls,Apparel,Dress,Dresses,Pink,Summer,2011,Casual,Disney Kids Girl's Dress Pink Pooh Kidswear,2707.jpg
547,2151,Men,Apparel,Topwear,Tshirts,White,Spring,2011,Casual,Basics Men Red & Blue Polo T-shirt,2151.jpg
548,5374,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011,Sports,Quechua Jawar 5.0 Man Black Red,5374.jpg
549,5146,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Women's Photo Print White T-shirt,5146.jpg
550,52304,Women,Accessories,Jewellery,Pendant,Blue,Winter,2016,Casual,ToniQ Women Blue Pendant with Chain,52304.jpg
551,4094,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Classic Polo Men's NAvy Melange T-shirt,4094.jpg
552,2363,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Sports,ADIDAS Black Backpack,2363.jpg
553,3077,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Probase Men's Collage Turquoise T-shirt,3077.jpg
554,5380,Women,Footwear,Shoes,Sports Shoes,Purple,,2011,Sports,Quechua Forclaz 100 Lady Purple,5380.jpg
555,4252,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Probase Men's Crack Print Ghost Buster Green T-shirt,4252.jpg
556,15605,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Sports,Nike Men Football Soccer Navy Blue T-shirt,15605.jpg
557,4060,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Myntra Men's I Am Drunk White T-shirt,4060.jpg
558,3245,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,Puma Men's Benecio Leather Black White Shoe,3245.jpg
559,2397,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men's Brown Casual Shoe,2397.jpg
560,4404,Men,Apparel,Topwear,Tshirts,Black,Spring,2013,Casual,Nirvana Men's Guitar Image Discharge Black T-shirt,4404.jpg
561,3621,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,Puma Men's Neon Cat Black Flip Flop,3621.jpg
562,4636,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Adi Stylite Low White Blue Shoe,4636.jpg
563,49780,Women,Apparel,Loungewear and Nightwear,Night suits,Yellow,Summer,2012,Casual,Little Miss Intimates Yellow Pyjama Set,49780.jpg
564,3873,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Wrangler Men's Quality Gurtd Blue T-shirt,3873.jpg
565,4058,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Myntra Men's Drink N Drive White T-shirt,4058.jpg
566,4864,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,ADIDAS Men Real Madrid White Jersey,4864.jpg
567,9323,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,FILA Men Ventaggio White Sports Shoes,9323.jpg
568,3619,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011,Casual,Puma Men's Neon Cat Navy Blue Flip Flop,3619.jpg
569,1972,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Kalenji Mens White T-shirt,1972.jpg
570,1986,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,ADIDAS Womens Blue V Neck T-shirt,1986.jpg
571,2169,Men,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,Probase Men Red & Blue Shirt,2169.jpg
572,3887,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Wrangler Men's Pride To Ride Washed Red T-shirt,3887.jpg
573,3289,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Guerrilla Men's I Like What I See White T-shirt,3289.jpg
574,4890,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Levis Kids Girl's Diaz Pink Polo Tshirt,4890.jpg
575,3414,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Myntra Mens Game over T-shirt,3414.jpg
576,4631,Women,Footwear,Shoes,Flats,Pink,Summer,2011,Casual,ADIDAS Women Libria  Pink Flats,4631.jpg
577,4403,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Rolling Stone Men's Union Jack Black T-shirt,4403.jpg
578,3626,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2011,Casual,Puma Unisex Tropi Cat Red White Flip Flop,3626.jpg
579,12271,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Genesis Men Stripes Blue Shirts,12271.jpg
580,4067,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,Crocs Men Yukon Khaki Brown Sandal,4067.jpg
581,3242,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men's Street White Shoe,3242.jpg
582,2390,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men's Semi Black Casual Shoe,2390.jpg
583,3070,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Tantra Women's Shlokas Green T-shirt,3070.jpg
584,5387,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Kalenji Kapteren 50 Black Pink,5387.jpg
585,1727,Unisex,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Newfeel Unisex Black Lightweight Shoes,1727.jpg
586,5141,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Wrangler Women Orange T-shirt,5141.jpg
587,4093,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Classic Polo Men's Navy With Orange White Stripes T-shirt,4093.jpg
588,2364,Unisex,Accessories,Headwear,Caps,Blue,Fall,2010,Sports,ADIDAS Blue Cap,2364.jpg
589,17393,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Reid & Taylor Men Stripes Black Socks,17393.jpg
590,3084,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Probase Men's Cartoon Red T-shirt,3084.jpg
591,2156,Men,Apparel,Topwear,Tshirts,Navy Blue,Spring,2011,Casual,Basics Men Navy Polo T-shirt,2156.jpg
592,5373,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2011,Sports,Quechua Women Forclaz 50 Jr 10 Pink Shoes,5373.jpg
593,20511,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Baggit Women Roxy Net Black Handbag,20511.jpg
594,2700,Girls,Apparel,Topwear,Tops,White,Summer,2011,Casual,Disney Kids Girl's White Kidswear,2700.jpg
595,3672,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Fila Men's Speed Up Black Silver Shoe,3672.jpg
596,4457,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's Graphic Black Blue T-shirt,4457.jpg
597,1919,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2010,Casual,Puma Men's Choco Brown Casual Shoes,1919.jpg
598,4665,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports,ADIDAS Unisex Peachtree Digital Black Watch,4665.jpg
599,3440,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Delhi Daredevils Mens Fan Tee,3440.jpg
600,4201,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Disney Kids Boy's Green Crew Sea Life Sialing Kidswear,4201.jpg
601,3818,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Disney Kids Boy's Green Pooh Tiger Kidswear,3818.jpg
602,3216,Men,Footwear,Sandal,Sandals,Brown,Fall,2010,Casual,Carlton London Men Brown Sandal,3216.jpg
603,1541,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Puma Men's Ballistic Spike White Green Shoe,1541.jpg
604,21651,Women,Apparel,Innerwear,Bra,White,Fall,2012,Casual,Enamor Women Classique White Bra,21651.jpg
605,4033,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Men's I am Not Paid enough To Be Nice Black T-shirt,4033.jpg
606,1787,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Lotto Men Court Logo White-Silver Shoe,1787.jpg
607,5327,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011,Casual,Fila Men's Mountainaire Navy Shoe,5327.jpg
608,2102,Men,Apparel,Topwear,Shirts,White,Winter,2010,Casual,Lee Men Checks Parker Blue Shirt,2102.jpg
609,2330,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Reebok Men Run Black T-shirt,2330.jpg
610,5115,Women,Apparel,Topwear,Tops,Grey,Summer,2011,Casual,Wrangler Women Blouson Tank Dark Grey Top,5115.jpg
611,14542,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Vishudh Women Embroidary Pink Kurtas,14542.jpg
612,3686,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Inkfruit Women's Born Free Black T-shirt,3686.jpg
613,5571,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Makis White Shoe,5571.jpg
614,4691,Unisex,Accessories,Watches,Watches,Red,Winter,2016,Sports,ADIDAS Unisex New York Original Digital Red Watch,4691.jpg
615,51384,Men,Apparel,Innerwear,Boxers,Blue,Summer,2012,Casual,Myntra Blue Printed Boxers,51384.jpg
616,7828,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Women Saba Ballet Black Shoe,7828.jpg
617,4830,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011,Sports,ADIDAS Men's Navy White Track Pant,4830.jpg
618,3229,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010,Sports,Puma Men's Mid Black Silver Shoe,3229.jpg
619,3827,Unisex,Footwear,Sandal,Sandals,Navy Blue,Summer,2011,Casual,Crocs Kid's Baya Navy Kidswear,3827.jpg
620,9521,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,John Miller Men Blue Striped Shirt,9521.jpg
